id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
2874,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive,4,12
2385,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive,29,41
,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive,50,61
,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative,89,95
198,do a quick search on the internet see if im the only one.,,,,
211,I'm extremely happy with my purchase as I now have the portable power I have been looking for.,,,,
1654,"It's applications are terrific, including the replacements for Microsoft office.",applications,positive,5,17
,"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,positive,63,79
3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,negative,35,45
,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative,47,57
,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative,59,73
,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative,75,88
1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative,21,36
,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative,41,53
,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative,269,272
,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative,277,280
104,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral,53,66
419,"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.",,,,
630,I was informed that I need to call some 0900 number first.,,,,
694,I really wanted a Mac over a pc because I used a Mac in high school.,,,,
189,"1) Payed $2200 for a ""premium"" laptop",,,,
2616,I BOUGHT THEM FOR MY COLLEGE AGE GRANDCHILDREN AND THESE MACS ARE TOTALLY RELIABLE AND SUPPORT THEIR CLASS WORK 100% OF THE TIME.,,,,
1417,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative,6,11
,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative,22,31
,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,41,53
,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative,72,80
,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,93,105
1045,Do not purchase this laptop.,,,,
2886,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive,115,123
,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,positive,85,90
2124,Mostly I love the drag and drop feature.,drag and drop feature,positive,18,39
260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative,26,32
1296,"She brought out 2 other identical netbooks and still insist that ""It is like that one"".",,,,
1172,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive,46,55
2283,Very fast and efficient!,,,,
2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive,37,54
,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive,84,89
,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,positive,91,101
,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,positive,107,113
2480,Being virus-resistant is a huge plus.,,,,
386,The screen is very large and crystal clear with amazing colors and resolution.,screen,positive,4,10
,The screen is very large and crystal clear with amazing colors and resolution.,colors,positive,56,62
,The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive,67,77
1357,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,62,69
185,"In my house, HP is a nasty word.",,,,
2605,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive,13,19
717,"By the way teachers, they offer a discount which helps!",,,,
2369,now he mows yards so he can earn the money for the wireless internet.,,,,
2579,I still see the benefits of a PC when I do not know how to do something on my mac.,,,,
1742,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,negative,0,4
,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,76,92
2578,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative,23,40
,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative,74,82
33,It is held in place magnetically.,,,,
